County,incident_acres_burned,incident_longitude,incident_latitude,Date,ETo (in),Precip (in),Sol Rad (Ly/day),Avg Vap Pres (mBars),Max Air Temp (F),Min Air Temp (F),Max Rel Hum (%),Avg Wind Speed (mph),Wind Run (miles),Avg Soil Temp (F),Year,Population,Density,Land Area (mi),None,D0,D1,D2,D3,D4,Temp Difference,Avg Temperature (F),Wind Speed to Wind Run Ratio,Precip to Solar Rad Ratio,Weather Intensity,Dew Point,Month,Day
tuolumne,1070.0,-120.02778,38.25108,2013-08-05,0.26,0.0,673.6666666666666,13.133333333333333,52.97500000000001,44.54999999999999,78.0,4.066666666666666,98.03333333333332,72.23333333333333,2013,54221.0,24.41287708239532,2221.0,0.0,100.0,100.0,100.0,0.0,0.0,44.54999999999999,52.97500000000001,0.0414824889493369,0.0,135.04166666666669,48.57500000000001,8,5
riverside,1383.0,-117.40288,33.62236,2013-08-05,0.26,0.0,684.0,12.4,52.8,42.8,80.0,4.0,96.7,71.8,2013,2261204.0,313.66403107227075,7209.0,0.0,100.0,89.36,79.69,0.0,0.0,42.8,52.8,0.0413650465356773,0.0,136.8,48.8,8,5
riverside,60.0,-116.61,38.838,2013-08-06,0.25,0.0,667.0,12.2,51.125,43.25,83.0,3.9,94.2,71.6,2013,2261204.0,313.66403107227075,7209.0,0.0,100.0,89.36,79.69,0.0,0.0,43.25,51.125,0.0414012738853503,0.0,138.025,47.725,8,6
lake,38.0,-122.5906,39.1591,2013-08-07,0.245,0.0,675.0,12.2,50.7875,43.275,82.5,3.85,92.45,71.3,2013,63954.0,50.9593625498008,1255.0,0.0,100.0,100.0,100.0,0.0,0.0,43.275,50.7875,0.0416441319632233,0.0,137.1375,47.2875,8,7
riverside,20292.0,-116.90427,33.86157,2013-08-07,0.24,0.0,683.0,12.2,50.45,43.3,82.0,3.8,90.7,71.0,2013,2261204.0,313.66403107227075,7209.0,0.0,100.0,89.36,79.69,0.0,0.0,43.3,50.45,0.041896361631753,0.0,136.25,46.85,8,7
humboldt,12503.0,-123.488,41.035,2013-08-10,0.245,0.0,655.5,10.75,52.45,31.500000000000007,86.5,4.1,98.5,70.9,2013,134572.0,37.71636771300449,3568.0,0.0,100.0,100.0,100.0,0.0,0.0,31.500000000000007,52.45,0.0416243654822335,0.0,143.04999999999998,49.75,8,10
siskiyou,50.0,-122.578393,41.923323,2013-08-15,0.25,0.0,628.0,9.3,54.45,19.700000000000003,91.0,4.4,106.3,70.8,2013,44079.0,7.020066889632108,6279.0,0.0,100.0,100.0,100.0,0.0,0.0,19.700000000000003,54.45,0.0413922859830667,0.0,149.85,52.65,8,15
el dorado,116.0,-120.839075,38.682378,2013-08-16,0.3,0.0,883.0,7.3,56.775,26.55,41.0,6.2,148.1,65.4,2013,180575.0,105.72306791569086,1708.0,0.0,100.0,100.0,100.0,0.0,0.0,26.55,56.775,0.0418636056718433,0.0,103.975,44.975,8,16
san bernardino,243.0,-117.62,34.35,2013-08-08,0.33,0.0,670.0,5.3,50.325,39.25000000000001,41.0,8.2,196.9,66.9,2013,2073512.0,103.3242973888778,20068.0,0.0,100.0,90.8,81.14,0.0,0.0,39.25000000000001,50.325,0.0416455053326561,0.0,99.525,38.525000000000006,8,8
shasta,27.0,-122.48259,40.473356,2013-08-14,0.25,0.0,638.0,8.8,54.65,17.299999999999997,82.0,4.5,107.5,65.8,2013,177875.0,47.10672669491525,3776.0,0.0,100.0,100.0,100.0,0.0,0.0,17.299999999999997,54.65,0.041860465116279,0.0,141.15,51.05,8,14
butte,2264.0,-121.38236,39.446268,2013-08-16,0.2,0.0,612.0,13.5,54.62499999999999,42.64999999999999,100.0,2.2,53.7,74.6,2013,220869.0,135.00550122249388,1636.0,0.0,100.0,100.0,100.0,0.0,0.0,42.64999999999999,54.62499999999999,0.0409683426443202,0.0,156.825,54.62499999999999,8,16
placer,27440.0,-120.65,39.12,2013-08-10,0.23,0.0,593.0,13.3,51.8,38.8,79.0,3.2,75.9,73.3,2013,360263.0,256.0504619758351,1407.0,0.0,100.0,100.0,100.0,0.0,0.0,38.8,51.8,0.0421607378129117,0.0,134.0,47.6,8,10
lassen,97.0,-120.958126,40.88886,2013-08-09,0.245,0.0,600.0,13.8,53.2125,44.52499999999999,77.0,3.55,84.80000000000001,73.05,2013,33629.0,7.405637524774279,4541.0,0.0,100.0,100.0,100.0,0.0,0.0,44.52499999999999,53.2125,0.0418632075471698,0.0,133.76250000000002,48.6125,8,9
riverside,40.0,-116.10815,33.570291,2013-08-16,0.26,0.0,607.0,14.3,54.625,50.25,75.0,3.9,93.7,72.8,2013,2261204.0,313.66403107227075,7209.0,0.0,100.0,89.36,79.69,0.0,0.0,50.25,54.625,0.0416221985058698,0.0,133.525,49.625,8,16
lake,70.0,-122.491894,39.013682,2013-08-16,0.28,0.0,610.6666666666666,12.866666666666667,55.275,50.08333333333333,67.33333333333333,4.766666666666667,114.5,72.03333333333333,2013,63954.0,50.9593625498008,1255.0,0.0,100.0,100.0,100.0,0.0,0.0,50.08333333333333,55.275,0.0416302765647743,0.0,127.375,48.74166666666667,8,16
calaveras,46.0,-120.45233,38.06231,2013-08-17,0.3,0.0,614.3333333333334,11.433333333333334,55.925,49.91666666666666,59.66666666666666,5.633333333333333,135.3,71.26666666666667,2013,44815.0,43.93627450980392,1020.0,0.0,100.0,100.0,100.0,0.0,0.0,49.91666666666666,55.925,0.0416358709041635,0.0,121.225,47.85833333333333,8,17
san bernardino,110.0,-117.451,34.287,2013-08-17,0.32,0.0,618.0,10.0,56.575,49.74999999999999,52.0,6.5,156.1,70.5,2013,2073512.0,103.3242973888778,20068.0,0.0,100.0,90.8,81.14,2.23,0.0,49.74999999999999,56.575,0.0416399743754003,0.0,115.075,46.975,8,17
shasta,8073.0,-122.535496,40.498332,2013-09-09,0.2,0.0,538.0,9.9,55.05,28.499999999999996,75.0,3.6,87.4,64.9,2013,177875.0,47.10672669491525,3776.0,0.0,100.0,100.0,100.0,0.0,0.0,28.499999999999996,55.05,0.0411899313501144,0.0,133.65,50.05,9,9
plumas,513.0,-120.764666,40.00842,2013-08-18,0.2033333333333333,0.08,525.6666666666666,11.333333333333334,56.35833333333333,29.316666666666656,78.66666666666667,3.8,92.03333333333332,65.8,2013,19377.0,7.589894242068155,2553.0,0.0,100.0,100.0,100.0,0.0,0.0,29.316666666666656,56.35833333333333,0.0412893879029337,0.000152187698161,138.90500000000003,52.09166666666667,8,18
kern,794.0,-118.588,35.707,2013-08-18,0.2066666666666666,0.16,513.3333333333334,12.766666666666666,57.66666666666666,30.13333333333334,82.33333333333333,4.0,96.66666666666669,66.7,2013,853606.0,104.9300553165335,8135.0,0.0,100.0,100.0,100.0,95.98,0.0,30.13333333333334,57.66666666666666,0.0413793103448275,0.0003116883116883,144.16,54.13333333333333,8,18
shasta,196.0,-121.3754,40.5445,2013-08-19,0.21,0.24,501.0,14.2,58.975,30.950000000000003,86.0,4.2,101.3,67.6,2013,177875.0,47.10672669491525,3776.0,0.0,100.0,100.0,100.0,0.0,0.0,30.950000000000003,58.975,0.0414610069101678,0.0004790419161676,149.415,56.175,8,19
san bernardino,200.0,-117.417,34.2,2013-09-24,0.23,0.0,513.0,6.3,52.15,32.3,46.0,5.3,127.1,66.7,2013,2073512.0,103.3242973888778,20068.0,18.15,81.85,76.09,69.97,2.23,0.0,32.3,52.15,0.041699449252557,0.0,103.45,41.35,9,24
tehama,11429.0,-121.85397,40.04263,2013-08-23,0.27,0.0,556.0,8.25,53.525000000000006,41.85,54.5,5.8,139.5,69.15,2013,63212.0,21.435062733129875,2949.0,0.0,100.0,100.0,100.0,0.0,0.0,41.85,53.525000000000006,0.0415770609318996,0.0,113.825,44.425,8,23
san bernardino,413.0,-117.598,34.302,2013-08-20,0.31,0.0,599.0,10.2,54.9,51.39999999999999,63.0,6.3,151.9,71.6,2013,2073512.0,103.3242973888778,20068.0,0.0,100.0,90.8,81.14,2.23,0.0,51.39999999999999,54.9,0.0414746543778801,0.0,124.2,47.5,8,20
tulare,2060.0,-118.444,36.208,2013-08-24,0.23,0.0,600.0,14.5,56.75,41.5,95.0,3.0,72.5,76.3,2013,449779.0,93.2377694859038,4824.0,0.0,100.0,100.0,100.0,6.27,0.0,41.5,56.75,0.0413793103448275,0.0,154.75,55.75,8,24
el dorado,38.0,-120.84716,38.89555,2013-08-24,0.26,0.0,568.0,9.4,46.55,48.3,57.0,6.9,166.1,66.1,2013,180575.0,105.72306791569086,1708.0,0.0,100.0,100.0,100.0,0.0,0.0,48.3,46.55,0.0415412402167369,0.0,110.45000000000002,37.95,8,24
san bernardino,97.0,-116.706,33.642,2013-08-24,0.29,0.0,625.0,7.5,53.85,45.3,45.0,5.9,142.4,70.1,2013,2073512.0,103.3242973888778,20068.0,0.0,100.0,90.8,81.14,2.23,0.0,45.3,53.85,0.0414325842696629,0.0,104.75,42.85,8,24
san mateo,41.0,-122.427285,37.667295,2013-09-07,0.26,0.0,583.0,10.85,55.525000000000006,43.44999999999999,61.5,5.35,128.3,70.85,2013,739224.0,1646.378619153675,449.0,0.0,100.0,100.0,100.0,0.0,0.0,43.44999999999999,55.525000000000006,0.0416991426344505,0.0,122.375,47.825,9,7
contra costa,3111.0,-121.882582,37.90757,2013-09-08,0.23,0.0,541.0,14.2,57.2,41.6,78.0,4.8,114.2,71.6,2013,1077548.0,1502.8563458856345,717.0,0.0,100.0,100.0,100.0,0.0,0.0,41.6,57.2,0.042031523642732,0.0,140.0,52.8,9,8
tulare,134.0,-118.459,36.258,2013-09-08,0.21,0.0,538.0,14.4,59.45,45.3,67.0,3.0,71.5,78.1,2013,449779.0,93.2377694859038,4824.0,0.0,100.0,100.0,100.0,6.27,0.0,45.3,59.45,0.0419580419580419,0.0,129.45,52.85,9,8
san bernardino,73.0,-117.106075,34.003151,2013-09-11,0.26,0.0,541.0,9.0,50.975,44.15,58.0,6.4,152.9,69.7,2013,2073512.0,103.3242973888778,20068.0,0.0,100.0,80.36,73.91,2.23,0.0,44.15,50.975,0.0418574231523871,0.0,115.375,42.575,9,11
los angeles,268.0,-117.908,34.149,2013-09-23,0.19,0.0,504.0,11.3,57.175,36.150000000000006,73.0,2.3,54.7,72.8,2013,9935375.0,2447.136699507389,4060.0,0.0,100.0,100.0,96.75,5.56,0.0,36.150000000000006,57.175,0.0420475319926873,0.0,132.47500000000002,51.775,9,23
modoc,97.0,-120.375,41.73325,2013-09-05,0.23,0.0,533.0,7.5,49.925,16.049999999999997,95.0,7.3,174.4,62.7,2013,9351.0,2.3685410334346506,3948.0,0.0,100.0,100.0,100.0,0.0,0.0,16.049999999999997,49.925,0.0418577981651376,0.0,152.22500000000002,48.925,9,5
nevada,52.0,-121.107022,39.333401,2013-08-31,0.22,0.0,552.5,13.65,52.2375,27.575000000000003,97.5,5.15,122.85,68.35,2013,98137.0,102.43945720250522,958.0,0.0,100.0,100.0,100.0,0.0,0.0,27.575000000000003,52.2375,0.0419210419210419,0.0,154.88750000000002,51.7375,8,31
butte,80.0,-121.713938,39.731878,2013-08-31,0.21,0.0,572.0,19.8,54.55,39.1,100.0,3.0,71.3,74.0,2013,220869.0,135.00550122249388,1636.0,0.0,100.0,100.0,100.0,0.0,0.0,39.1,54.55,0.0420757363253856,0.0,157.55,54.55,8,31
modoc,68.0,-120.959,41.569,2013-09-07,0.2,0.0,546.0,6.6,54.725,8.450000000000003,87.0,4.3,102.9,62.1,2013,9351.0,2.3685410334346506,3948.0,0.0,100.0,100.0,100.0,0.0,0.0,8.450000000000003,54.725,0.0417881438289601,0.0,146.025,52.125,9,7
tuolumne,257314.0,-120.086,37.857,2013-08-17,0.185,0.0,527.5,13.1,49.35,30.499999999999982,92.5,4.1,97.8,63.7,2013,54221.0,24.41287708239532,2221.0,0.0,100.0,100.0,100.0,0.0,0.0,30.499999999999982,49.35,0.041922290388548,0.0,145.95,47.85,8,17
san diego,263.0,-116.746023,32.710918,2013-09-09,0.17,0.0,509.0,19.6,43.975,52.55,98.0,3.9,92.7,65.3,2013,3174335.0,753.998812351544,4210.0,0.0,100.0,100.0,30.97,0.0,0.0,52.55,43.975,0.0420711974110032,0.0,145.875,43.575,9,9
lake,30.0,-122.683,38.9777,2013-09-15,0.18,0.0,495.5,15.55,47.7125,43.125000000000014,91.5,4.05,97.25,66.9,2013,63954.0,50.9593625498008,1255.0,0.0,100.0,100.0,100.0,0.0,0.0,43.125000000000014,47.7125,0.0416452442159383,0.0,143.26250000000002,46.0125,9,15
san luis obispo,94.0,-120.8358,35.4393,2013-09-24,0.19,0.0,482.0,11.5,51.45,33.7,85.0,4.2,101.8,68.5,2013,274160.0,83.05362011511663,3301.0,0.0,100.0,100.0,100.0,100.0,0.0,33.7,51.45,0.0412573673870334,0.0,140.64999999999998,48.45,9,24
mendocino,98.0,-122.966,38.9252,2013-09-28,0.15,0.0,444.0,10.3,51.375,17.75,83.0,3.3,79.0,62.6,2013,87288.0,24.889649272882806,3507.0,0.0,100.0,100.0,100.0,0.0,0.0,17.75,51.375,0.0417721518987341,0.0,137.675,47.975,9,28
napa,376.0,-122.289,38.628,2013-10-03,0.2,0.0,447.0,6.0,46.05,22.90000000000001,81.0,6.2,148.0,64.1,2013,138538.0,184.2260638297872,752.0,0.0,100.0,100.0,100.0,0.0,0.0,22.90000000000001,46.05,0.0418918918918918,0.0,133.25,42.25,10,3
sonoma,159.0,-122.6503,38.34599,2013-10-04,0.22,0.0,435.0,4.0,51.650000000000006,24.1,48.0,5.9,140.9,66.65,2013,489993.0,311.1066666666667,1575.0,0.0,100.0,100.0,100.0,0.0,0.0,24.1,51.650000000000006,0.041873669268985,0.0,105.55,41.25000000000001,10,4
san diego,2236.0,-117.3092,33.341,2013-10-05,0.2,0.0,497.0,5.9,52.725,39.65,70.0,3.4,81.3,69.2,2013,3174335.0,753.998812351544,4210.0,0.0,100.0,100.0,66.08,0.0,0.0,39.65,52.725,0.041820418204182,0.0,126.125,46.725,10,5
butte,305.0,-121.497,39.439,2013-10-04,0.2,0.0,440.0,5.9,46.05,40.900000000000006,43.0,6.7,160.4,62.0,2013,220869.0,135.00550122249388,1636.0,0.0,100.0,100.0,100.0,0.0,0.0,40.900000000000006,46.05,0.0417705735660847,0.0,95.75,34.65,10,4
orange,40.0,-117.6649,33.7655,2013-10-06,0.21,0.07,481.0,4.5,57.2,31.599999999999994,86.0,3.7,88.8,66.6,2013,3078068.0,3881.548549810845,793.0,0.0,100.0,100.0,100.0,0.0,0.0,31.599999999999994,57.2,0.0416666666666666,0.0001455301455301,146.97,54.400000000000006,10,6
yolo,163.0,-122.08725,38.67479,2013-11-04,0.27,0.0,318.0,4.8,38.675,44.74999999999999,34.0,18.4,442.4,58.7,2013,204576.0,201.95064165844028,1013.0,0.0,100.0,100.0,100.0,0.0,0.0,44.74999999999999,38.675,0.0415913200723327,0.0,91.075,25.475,11,4
shasta,33.0,-122.140914,40.483662,2013-11-07,0.11,0.0,279.0,6.9,39.725,20.050000000000004,88.0,6.9,166.4,48.0,2013,177875.0,47.10672669491525,3776.0,0.0,100.0,100.0,100.0,0.0,0.0,20.050000000000004,39.725,0.0414663461538461,0.0,134.625,37.325,11,7
san luis obispo,51.0,-120.751555,35.457978,2013-11-08,0.13,0.0,343.0,6.4,48.95,25.500000000000007,84.0,3.2,76.9,58.1,2013,274160.0,83.05362011511663,3301.0,0.0,100.0,100.0,100.0,100.0,0.0,25.500000000000007,48.95,0.0416124837451235,0.0,136.14999999999998,45.75,11,8
lake,120.0,-122.567525,38.882214,2013-11-08,0.135,0.0,301.5,6.2,42.05,33.3,90.5,5.5,132.25,56.650000000000006,2013,63954.0,50.9593625498008,1255.0,0.0,100.0,100.0,100.0,0.0,0.0,33.3,42.05,0.0415879017013232,0.0,138.05,40.150000000000006,11,8
napa,190.0,-122.311,38.382,2013-11-21,0.14,0.0,260.0,6.0,35.150000000000006,41.1,97.0,7.8,187.6,55.2,2013,138538.0,184.2260638297872,752.0,0.0,100.0,100.0,100.0,0.0,0.0,41.1,35.150000000000006,0.0415778251599147,0.0,139.95000000000002,34.550000000000004,11,21
ventura,64.0,-119.13249,34.384,2013-11-14,0.11,0.0,296.0,11.0,55.35,30.700000000000003,90.0,2.3,55.2,61.3,2013,833516.0,452.7517653449213,1841.0,0.0,100.0,98.75,98.67,15.21,0.0,30.700000000000003,55.35,0.0416666666666666,0.0,147.65,53.35,11,14
mendocino,82.0,-123.1478,39.0442,2013-11-22,0.13,0.0,279.0,2.7,46.725,16.450000000000003,54.0,5.4,130.7,52.8,2013,87288.0,24.889649272882806,3507.0,0.0,100.0,100.0,86.72,0.0,0.0,16.450000000000003,46.725,0.0413159908186687,0.0,106.125,37.525000000000006,11,22
sonoma,3505.0,-122.8498,38.8167,2013-11-22,0.18,0.0,260.0,2.3,42.225,45.85000000000001,15.0,8.8,210.7,51.375,2013,489993.0,311.1066666666667,1575.0,0.0,100.0,100.0,100.0,0.0,0.0,45.85000000000001,42.225,0.041765543426673,0.0,66.025,25.225,11,22
lake,50.0,-122.7656,39.0448,2013-11-23,0.1433333333333333,0.0,253.66666666666663,3.3,43.383333333333326,32.1,35.33333333333333,7.2,172.56666666666666,49.95,2013,63954.0,50.9593625498008,1255.0,0.0,100.0,100.0,100.0,0.0,0.0,32.1,43.383333333333326,0.0417230056016998,0.0,85.91666666666666,30.449999999999992,11,23
lake,23.0,-122.5818,38.9289,2013-11-23,0.1066666666666666,0.0,247.33333333333331,4.3,44.54166666666667,18.349999999999994,55.66666666666666,5.6,134.43333333333334,48.525,2013,63954.0,50.9593625498008,1255.0,0.0,100.0,100.0,100.0,0.0,0.0,18.349999999999994,44.54166666666667,0.0416563352343168,0.0,105.80833333333334,35.675000000000004,11,23
santa clara,40.0,-121.717706,37.342186,2013-12-31,0.07,0.0,241.0,5.3,45.7,4.599999999999994,76.0,4.0,96.3,47.1,2013,1837853.0,1423.588690937258,1291.0,0.0,100.0,100.0,100.0,1.22,0.0,4.599999999999994,45.7,0.0415368639667705,0.0,125.7,40.900000000000006,12,31
tehama,865.0,-121.790183,40.134597,2014-01-02,0.08,0.0,271.0,5.949999999999999,49.77499999999999,11.750000000000009,67.5,2.85,69.0,49.650000000000006,2014,63067.0,21.38589352322821,2949.0,0.0,100.0,100.0,100.0,0.0,0.0,11.750000000000009,49.77499999999999,0.0413043478260869,0.0,120.125,43.27499999999999,1,2
los angeles,1952.0,-117.8816,34.1703,2014-01-16,0.09,0.0,301.0,6.6,53.85,18.9,59.0,1.7,41.7,52.2,2014,10116705.0,2491.799261083744,4060.0,0.0,100.0,100.0,100.0,67.14,0.0,18.9,53.85,0.040767386091127,0.0,114.55,45.64999999999999,1,16
humboldt,333.0,-123.773779,40.884415,2014-01-04,0.1,0.0,275.5,6.1,48.175,24.95,55.5,3.25,77.95,52.75,2014,134809.0,37.78279147982063,3568.0,0.0,100.0,100.0,100.0,0.0,0.0,24.95,48.175,0.0416933932007697,0.0,106.925,39.275,1,4
fresno,106.0,-119.3415,36.8266,2014-01-25,0.11,0.0,250.0,5.6,42.5,31.0,52.0,4.8,114.2,53.3,2014,965974.0,162.1305807317892,5958.0,0.0,100.0,100.0,100.0,100.0,0.0,31.0,42.5,0.042031523642732,0.0,99.3,32.9,1,25
san diego,125.0,-116.49,32.81,2014-03-08,0.18,0.0,515.0,8.0,49.150000000000006,33.1,94.0,4.4,106.3,56.85,2014,3263431.0,775.161757719715,4210.0,0.0,100.0,100.0,92.06,43.32,0.0,33.1,49.150000000000006,0.0413922859830667,0.0,147.55,47.95,3,8
monterey,400.0,-121.4819,36.6313,2014-03-19,0.19,0.0,534.0,6.8,49.6,19.6,75.0,5.0,121.1,60.4,2014,431344.0,131.42717854966483,3282.0,0.0,100.0,100.0,100.0,100.0,69.06,19.6,49.6,0.0412881915772089,0.0,129.6,44.6,3,19
riverside,57.0,-116.1985,33.5982,2014-03-28,0.17,0.0,559.0,9.8,42.325,34.45,79.0,3.8,92.3,59.8,2014,2329271.0,323.10597863781385,7209.0,0.0,100.0,100.0,86.07,6.91,0.0,34.45,42.325,0.0411700975081256,0.0,125.125,38.12499999999999,3,28
inyo,113.0,-118.352,37.399,2014-04-19,0.22,0.0,629.0,6.4,49.0,20.0,76.0,3.2,76.6,63.8,2014,2220945.0,214.1895001819725,13638.5,0.0,100.0,100.0,100.0,53.7,2.9,20.0,49.0,0.04177545691906,0.0,128.2,44.2,4,19
san bernardino,2143.0,-117.547374,34.169346,2014-04-30,0.27,0.0,724.0,2.3,43.075,39.55,23.0,6.0,143.0,59.5,2014,2112619.0,105.27302172613116,20068.0,0.0,100.0,100.0,80.08,18.17,0.0,39.55,43.075,0.0419580419580419,0.0,72.075,27.675000000000004,4,30
san diego,29.0,-116.222,32.665,2014-05-05,0.2,0.0,629.0,13.2,39.7,43.4,97.0,6.3,150.2,67.1,2014,3263431.0,775.161757719715,4210.0,0.0,100.0,100.0,100.0,54.91,0.0,43.4,39.7,0.0419440745672436,0.0,143.0,39.1,5,5
san diego,1548.0,-117.133,33.003,2014-05-13,0.29,0.0,702.0,5.2,54.575,43.35,37.0,7.1,170.5,66.8,2014,3263431.0,775.161757719715,4210.0,0.0,100.0,100.0,100.0,54.91,0.0,43.35,54.575,0.0416422287390029,0.0,98.675,41.975,5,13
monterey,75.0,-121.117,36.103,2014-04-30,0.29,0.0,456.0,7.0,58.575,34.55,79.0,6.6,159.6,65.0,2014,431344.0,131.42717854966483,3282.0,0.0,100.0,100.0,100.0,100.0,100.0,34.55,58.575,0.0413533834586466,0.0,144.17499999999998,54.37499999999999,4,30
santa barbara,632.0,-120.454,34.609,2014-05-13,0.29,0.0,692.0,5.9,58.925,13.249999999999991,74.0,4.4,105.1,66.0,2014,440668.0,161.18068763716167,2734.0,0.0,100.0,100.0,100.0,99.88,92.84,13.249999999999991,58.925,0.0418648905803996,0.0,137.32500000000002,53.725,5,13
san diego,5367.0,-117.284889,33.3529,2014-05-14,0.24,0.0,712.0,4.3,56.125,42.05,27.0,5.9,140.7,67.0,2014,3263431.0,775.161757719715,4210.0,0.0,100.0,100.0,100.0,54.91,0.0,42.05,56.125,0.0419331911869225,0.0,89.025,41.525,5,14
san diego,1457.0,-117.550567,33.417572,2014-05-16,0.25,0.01,707.0,7.1,55.825,42.25000000000001,89.0,4.1,97.2,67.8,2014,3263431.0,775.161757719715,4210.0,0.0,100.0,100.0,100.0,54.91,0.0,42.25000000000001,55.825,0.0421810699588477,1.4144271570014144e-05,148.935,53.625,5,16
san diego,380.0,-117.162,33.312,2014-05-14,0.24,0.0,712.0,4.3,56.125,42.05,27.0,5.9,140.7,67.0,2014,3263431.0,775.161757719715,4210.0,0.0,100.0,100.0,100.0,54.91,0.0,42.05,56.125,0.0419331911869225,0.0,89.025,41.525,5,14
shasta,50.0,-122.721,40.39,2014-05-14,0.24,0.0,693.0,8.0,55.875,12.75,84.0,3.1,73.9,56.5,2014,179804.0,47.61758474576271,3776.0,0.0,100.0,100.0,100.0,100.0,0.0,12.75,55.875,0.0419485791610284,0.0,142.975,52.675,5,14
san diego,1995.0,-117.1599,33.1137,2014-05-14,0.24,0.0,712.0,4.3,56.125,42.05,27.0,5.9,140.7,67.0,2014,3263431.0,775.161757719715,4210.0,0.0,100.0,100.0,100.0,54.91,0.0,42.05,56.125,0.0419331911869225,0.0,89.025,41.525,5,14
san diego,600.0,-117.279,33.1109,2014-05-14,0.24,0.0,712.0,4.3,56.125,42.05,27.0,5.9,140.7,67.0,2014,3263431.0,775.161757719715,4210.0,0.0,100.0,100.0,100.0,54.91,0.0,42.05,56.125,0.0419331911869225,0.0,89.025,41.525,5,14
lake,175.0,-122.5983,39.1647,2014-05-25,0.255,0.0,715.0,6.3,55.70625,43.2625,35.25,5.9,141.04999999999998,69.675,2014,64184.0,51.14262948207171,1255.0,0.0,100.0,100.0,100.0,100.0,0.0,43.2625,55.70625,0.0418291386033321,0.0,96.85625000000002,42.75625000000001,5,25
tuolumne,402.0,-120.45087,37.76617,2014-06-04,0.27,0.0,718.0,8.3,55.28750000000001,44.475,43.5,5.9,141.39999999999998,72.35,2014,53831.0,24.237280504277354,2221.0,0.0,100.0,100.0,100.0,100.0,0.0,44.475,55.28750000000001,0.0417256011315417,0.0,104.6875,43.98750000000001,6,4
tuolumne,269.0,-120.452,37.787,2014-06-05,0.285,0.0,721.0,10.3,54.868750000000006,45.6875,51.75,5.9,141.75,75.025,2014,53831.0,24.237280504277354,2221.0,0.0,100.0,100.0,100.0,100.0,0.0,45.6875,54.868750000000006,0.0416225749559082,0.0,112.51875,45.21875000000001,6,5
fresno,25.0,-119.241493,36.742747,2014-06-11,0.3,0.0,724.0,12.3,54.45,46.9,60.0,5.9,142.1,77.7,2014,965974.0,162.1305807317892,5958.0,0.0,100.0,100.0,100.0,100.0,99.52,46.9,54.45,0.0415200562983814,0.0,120.35,46.45,6,11
fresno,40.0,-119.525506,36.991825,2014-06-09,0.33,0.0,734.0,10.2,63.275000000000006,41.95,51.0,4.6,110.9,76.4,2014,965974.0,162.1305807317892,5958.0,0.0,100.0,100.0,100.0,100.0,99.52,41.95,63.275000000000006,0.0414788097385031,0.0,118.875,53.47500000000001,6,9
solano,70.0,38.453,121.999,2014-06-12,0.31,0.0,713.0,10.6,50.225,39.85000000000001,74.0,6.2,147.7,74.2,2014,431131.0,524.4902676399026,822.0,0.0,100.0,100.0,100.0,100.0,0.37,39.85000000000001,50.225,0.0419769803656059,0.0,130.42499999999998,45.025,6,12
mariposa,130.0,-120.197,37.7103,2014-06-10,0.29,0.0,725.5,11.2,50.0875,40.875000000000014,79.0,5.0,118.9,75.30000000000001,2014,652860.0,315.99983572529857,4478.5,0.0,100.0,100.0,100.0,100.0,63.95,40.875000000000014,50.0875,0.0420521446593776,0.0,134.0875,45.8875,6,10
kern,3895.0,-118.555527,35.70683,2014-06-13,0.27,0.0,738.0,11.8,49.95,41.9,84.0,3.8,90.1,76.4,2014,874589.0,107.50940381069454,8135.0,0.0,100.0,100.0,100.0,100.0,76.07,41.9,49.95,0.0421753607103218,0.0,137.75,46.75,6,13
tehama,225.0,-122.345078,40.009827,2014-06-13,0.2625,0.0,724.25,12.7,48.96875,41.1875,86.5,4.0,95.1,75.47500000000001,2014,63067.0,21.38589352322821,2949.0,0.0,100.0,100.0,100.0,100.0,0.0,41.1875,48.96875,0.0420609884332281,0.0,139.46875,46.26875,6,13
calaveras,120.0,38.178241,120.679019,2014-06-20,0.255,0.0,710.5,13.6,47.9875,40.475,89.0,4.199999999999999,100.1,74.55000000000001,2014,44624.0,43.74901960784314,1020.0,0.0,100.0,100.0,100.0,100.0,0.0,40.475,47.9875,0.0419580419580419,0.0,141.1875,45.7875,6,20
calaveras,85.0,-120.66,38.058,2014-06-22,0.2475,0.0,696.75,14.5,47.00625000000001,39.7625,91.5,4.4,105.1,73.625,2014,44624.0,43.74901960784314,1020.0,0.0,100.0,100.0,100.0,100.0,0.0,39.7625,47.00625000000001,0.0418648905803996,0.0,142.90625000000003,45.306250000000006,6,22
napa,4300.0,-122.454,38.664,2014-07-01,0.24,0.0,683.0,15.4,46.025,39.05,94.0,4.6,110.1,72.7,2014,141667.0,188.3869680851064,752.0,0.0,100.0,100.0,100.0,100.0,0.0,39.05,46.025,0.0417801998183469,0.0,144.625,44.825,7,1
lake,4300.0,-122.454,38.664,2014-07-01,0.28,0.0,699.0,12.75,48.8,48.6,70.0,5.15,123.7,70.95,2014,64184.0,51.14262948207171,1255.0,0.0,100.0,100.0,100.0,100.0,0.0,48.6,48.8,0.0416329830234438,0.0,123.95,42.8,7,1
